time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,Jahr,Monat,MonateAlsWort,SeaTemperature,GeschwInM/S,LuftWasserDiff,WindgeschwInMesshöhe,UmrechnungWindWassermitLuftDiff,InputWindUmrechnung,WindüberWasserFaktor,WindgeschwüberWasser,WindgeschwFertig,Windspannungsfaktor,FetchDimlos,FetchinM,Wellenhöhe,Wellenperiode
2018-02-02 11:00:00,3.6,2.4,92.0,0.0,0.0,230.0,7.9,17.0,999.1,0.0,4.0,2018,2,Februar,2,2.1944444444444446,1.6,2.76170603057512,0.92,2.1944444444444446,1.9228772864227772,5.310421797969706,4.88558805413213,4.258099394430432,1323.328518758036,2445.85245031217,0.1075762498895408,1.3614851801427506
2018-02-02 12:00:00,3.4,2.4,93.0,0.0,0.0,230.0,6.1,14.0,999.2,0.0,8.0,2018,2,Februar,2,1.6944444444444442,1.4,2.132456555254206,0.92,1.6944444444444442,2.046952278941064,4.3650368055204085,4.015833861078776,3.404575043401191,1850.9598445114316,2187.0253264084213,0.08133459274635539,1.2174089120224272
2018-02-02 13:00:00,3.8,3.1,95.0,0.0,0.0,230.0,6.8,12.0,999.5,0.0,8.0,2018,2,Februar,2,1.8888888888888888,1.7999999999999998,2.3771646845456726,0.92,1.8888888888888888,1.9948250595768937,4.74202768347291,4.362665468795077,3.740321710168484,1607.4146676765604,2292.328403858286,0.09148141108136168,1.2760259309489441
2018-02-02 14:00:00,4.0,2.5,90.0,0.0,0.0,230.0,6.8,14.0,999.9,0.0,4.0,2018,2,Februar,2,1.8888888888888888,2.0,2.3771646845456726,0.92,1.8888888888888888,1.9948250595768937,4.74202768347291,4.362665468795077,3.740321710168484,1607.4146676765604,2292.328403858286,0.09148141108136168,1.2760259309489441
2018-02-02 15:00:00,3.7,2.4,91.0,0.0,0.0,270.0,6.5,12.0,1000.6,0.0,7.0,2018,2,Februar,2,1.8055555555555556,1.7000000000000002,2.2722897719921873,0.92,1.8055555555555556,2.0164757975602017,4.582017330265835,4.215455943844568,3.5970622395771406,1704.391797265282,2248.0001345443548,0.08712275451824618,1.2513505742140798
2018-02-02 16:00:00,3.1,2.4,95.0,0.2,0.0,270.0,5.4,14.0,1000.7,0.0,8.0,2018,2,Februar,2,1.5,1.1,1.88774842596274,0.92,1.5,2.1054402896945588,3.9745415928294383,3.6565782654030836,3.0633728949675803,2168.660483631629,2074.5422752293784,0.07127652023249682,1.1547951565696164
2018-02-02 17:00:00,3.3,2.7,96.0,0.0,0.0,310.0,5.8,9.0,1001.5,0.0,4.0,2018,2,Februar,2,1.611111111111111,1.2999999999999998,2.0275816427007207,0.92,1.611111111111111,2.071151185519942,4.19942812301807,3.8634738731766243,3.2590486589861505,1976.310131187897,2139.7733735197253,0.07701232114649488,1.1911060851358128
2018-02-02 18:00:00,3.2,2.9,98.0,0.0,0.0,340.0,6.8,11.0,1002.1,0.0,4.0,2018,2,Februar,2,1.8888888888888888,1.2000000000000002,2.3771646845456726,0.92,1.8888888888888888,1.9948250595768937,4.74202768347291,4.362665468795077,3.740321710168484,1607.4146676765604,2292.328403858286,0.09148141108136168,1.2760259309489441
2018-02-02 19:00:00,2.4,1.8,96.0,0.0,0.0,340.0,9.4,22.0,1002.6,0.0,8.0,2018,2,Februar,2,2.611111111111111,0.3999999999999999,3.2860805933425477,0.92,2.611111111111111,1.839458004162525,6.044607249747089,5.561038669767322,4.947039543585803,1056.7525178423668,2636.3013230796437,0.12975627953051994,1.4674986552461708
2018-02-02 20:00:00,2.0,1.3,95.0,0.5,0.0,360.0,19.4,32.0,1003.3,0.0,15.0,2018,2,Februar,2,5.388888888888888,0.0,6.781911011792065,1.0,5.388888888888888,1.491781131682452,10.11712688414085,10.11712688414085,10.144935872188587,359.8466010208534,3775.261244212232,0.318425830339164,2.1015013536512432
2018-02-02 21:00:00,1.3,0.3,93.0,0.0,0.0,10.0,22.0,34.0,1003.8,0.0,7.0,2018,2,Februar,2,6.111111111111111,-0.7,7.690826920588941,1.05,6.111111111111111,1.4314315354609208,11.008892187902813,11.559336797297954,11.975432918779156,280.578591347816,4101.738487857734,0.3917966201895848,2.283235100026857
2018-02-02 22:00:00,1.0,-0.2,92.0,0.0,0.0,10.0,23.0,33.0,1004.1,0.0,15.0,2018,2,Februar,2,6.388888888888888,-1.0,8.040409962433893,1.05,6.388888888888888,1.410101655588642,11.337795399639443,11.904685169621416,12.426120433519216,265.45323746254303,4178.208766075775,0.41031378264700696,2.32580232459593
2018-02-02 23:00:00,0.5,-0.5,93.0,0.0,0.0,10.0,19.8,30.0,1004.6,0.0,15.0,2018,2,Februar,2,5.5,-1.5,6.921744228530047,1.05,5.5,1.4819880716315996,10.257942381566398,10.770839500644719,10.964214446742726,320.27650615837985,3924.7420397372393,0.35088803456167444,2.1847099248785353
2018-02-03 00:00:00,0.4,-1.0,90.0,0.1,0.0,10.0,15.5,25.0,1004.7,0.0,14.0,2018,2,Februar,2,4.305555555555555,-1.6,5.418537148596753,1.05,4.305555555555555,1.5994738203733685,8.666808313901068,9.100148729596123,8.905633513893807,437.516197160492,3537.160497038679,0.2705687785362791,1.9689624351174073
2018-02-03 01:00:00,0.3,-1.5,88.0,0.0,0.0,10.0,15.5,27.0,1005.0,0.0,7.0,2018,2,Februar,2,4.305555555555555,-1.7,5.418537148596753,1.05,4.305555555555555,1.5994738203733685,8.666808313901068,9.100148729596123,8.905633513893807,437.516197160492,3537.160497038679,0.2705687785362791,1.9689624351174073
2018-02-03 02:00:00,-0.2,-2.4,85.0,0.0,0.0,360.0,18.0,28.0,1005.3,0.0,4.0,2018,2,Februar,2,5.0,-2.2,6.292494753209134,1.05,5.0,1.527722021609219,9.613182805338061,10.093841945604964,10.116077260488373,361.3875257920015,3769.88780519298,0.3172939777515709,2.0985102257153865
2018-02-03 03:00:00,-0.5,-2.6,86.0,0.0,0.0,10.0,16.9,27.0,1005.3,0.0,4.0,2018,2,Februar,2,4.694444444444444,-2.5,5.9079534071796855,1.05,4.694444444444444,1.5579800448542045,9.204473514314357,9.664697190030076,9.588240666852743,391.63633208648105,3670.217653920719,0.29673605273118697,2.0430287784014043
2018-02-03 04:00:00,-0.5,-2.7,85.0,0.0,0.0,10.0,15.8,24.0,1005.1,0.0,4.0,2018,2,Februar,2,4.388888888888889,-2.5,5.52341206115024,1.05,4.388888888888889,1.5902752648135576,8.783745578220095,9.2229328571311,9.052945651227828,426.88067475387516,3566.295398642102,0.27617480033589636,1.9851803949346132
2018-02-03 05:00:00,-0.7,-3.1,84.0,0.0,0.0,20.0,14.4,22.0,1005.3,0.0,4.0,2018,2,Februar,2,4.0,-2.7,5.033995802567307,1.05,4.0,1.6347959567815606,8.22955598449238,8.641033783716999,8.360523214995611,480.9956827858362,3427.1971282323425,0.2500279031616481,1.9077512623137123
2018-02-03 06:00:00,-0.8,-3.3,83.0,0.0,0.0,10.0,13.7,23.0,1005.6,0.0,10.0,2018,2,Februar,2,3.8055555555555554,-2.8,4.78928767327584,1.05,3.8055555555555554,1.6587076868079893,7.944028277997386,8.341229691897256,8.009482233078456,512.9614171843717,3354.4751413920912,0.2369748244653046,1.8672705263065579
2018-02-03 07:00:00,-1.0,-3.8,81.0,0.0,0.0,10.0,15.8,27.0,1005.7,0.0,10.0,2018,2,Februar,2,4.388888888888889,-3.0,5.52341206115024,1.05,4.388888888888889,1.5902752648135576,8.783745578220095,9.2229328571311,9.052945651227828,426.88067475387516,3566.295398642102,0.27617480033589636,1.9851803949346132
2018-02-03 08:00:00,-1.1,-4.1,80.0,0.0,0.0,340.0,13.3,25.0,1006.0,0.0,10.0,2018,2,Februar,2,3.6944444444444446,-3.1,4.64945445653786,1.05,3.6944444444444446,1.6729263059760464,7.778194668779749,8.167104402218737,7.807401140142462,533.005417708357,3311.8877100225227,0.22952488290384845,1.843564208019609
2018-02-03 09:00:00,-1.2,-4.0,81.0,0.0,0.0,330.0,11.2,20.0,1006.2,0.0,15.0,2018,2,Februar,2,3.1111111111111107,-3.2,3.9153300686634602,1.05,3.1111111111111107,1.75538749815993,6.872921453701498,7.216567526386574,6.72798803850084,666.2903878888799,3074.432496999889,0.19056940176569953,1.7113846264439938
2018-02-03 10:00:00,-1.1,-3.9,81.0,0.0,0.0,340.0,11.2,21.0,1006.2,0.0,15.0,2018,2,Februar,2,3.1111111111111107,-3.1,3.9153300686634602,1.05,3.1111111111111107,1.75538749815993,6.872921453701498,7.216567526386574,6.72798803850084,666.2903878888799,3074.432496999889,0.19056940176569953,1.7113846264439938
2018-02-03 11:00:00,-1.2,-3.7,83.0,0.0,0.0,350.0,8.3,17.0,1006.2,0.0,15.0,2018,2,Februar,2,2.305555555555556,-3.2,2.9015392473131008,1.05,2.305555555555556,1.8991765043432836,5.510535164926937,5.786061923173284,5.181498120231654,985.844338344551,2698.050220089799,0.1374883305148926,1.5018712144570736
2018-02-03 12:00:00,-1.2,-3.1,87.0,0.0,0.0,310.0,10.1,16.0,1006.2,0.0,15.0,2018,2,Februar,2,2.8055555555555554,-3.2,3.5307887226340138,1.05,2.8055555555555554,1.8049929075827942,6.373048602527708,6.691701032654094,6.149487380507773,762.4879630493142,2939.285782735088,0.1703120202422548,1.6361551298351409
2018-02-03 13:00:00,-1.0,-3.5,83.0,0.0,0.0,310.0,10.8,20.0,1006.1,0.0,15.0,2018,2,Februar,2,3.0,-3.0,3.77549685192548,1.05,3.0,1.7728382680853392,6.693345300129218,7.028012565135679,6.5187102615959,698.6325992480099,3026.2388047142717,0.18318873141707295,1.684557579777768
2018-02-03 14:00:00,-1.2,-2.9,88.0,0.0,0.0,310.0,11.9,19.0,1006.2,0.0,15.0,2018,2,Februar,2,3.3055555555555554,-3.2,4.160038197954927,1.05,3.3055555555555554,1.726297180344381,7.181462211254511,7.540535321817236,7.091331902456819,615.7432295512739,3156.3580518227695,0.20351968556749356,1.7569885338882425
2018-02-03 15:00:00,-1.3,-2.6,91.0,0.1,0.0,300.0,12.2,19.0,1006.5,0.0,15.0,2018,2,Februar,2,3.3888888888888884,-3.3,4.264913110508412,1.05,3.3888888888888884,1.7143502573318443,7.311554888498053,7.677132632922956,7.24594943335257,596.1402091987577,3190.582700818712,0.20908158367540336,1.7760397045333138
2018-02-03 16:00:00,-1.1,-2.5,90.0,0.2,0.0,330.0,14.0,24.0,1006.8,0.0,15.0,2018,2,Februar,2,3.888888888888889,-3.1,4.894162585829326,1.05,3.888888888888889,1.6483135629875885,8.067114569688886,8.470470298173332,8.160330384184507,498.80379694836245,3385.9163753012767,0.2425667866846894,1.8847723073348017
2018-02-03 17:00:00,-1.4,-2.0,96.0,0.1,0.0,330.0,14.0,23.0,1007.0,0.0,15.0,2018,2,Februar,2,3.888888888888889,-3.4,4.894162585829326,1.05,3.888888888888889,1.6483135629875885,8.067114569688886,8.470470298173332,8.160330384184507,498.80379694836245,3385.9163753012767,0.2425667866846894,1.8847723073348017
2018-02-03 18:00:00,-0.9,-2.5,89.0,0.1,0.0,330.0,13.0,22.0,1007.4,0.0,15.0,2018,2,Februar,2,3.611111111111111,-2.9,4.544579543984375,1.05,3.611111111111111,1.6838737759509823,7.652498316838562,8.03512323268049,7.655118841591453,548.9887667615776,3279.429698435473,0.22394252924461702,1.8254964371092948
2018-02-03 19:00:00,-0.5,-2.6,86.0,0.0,0.0,320.0,11.9,19.0,1007.8,0.0,15.0,2018,2,Februar,2,3.3055555555555554,-2.5,4.160038197954927,1.05,3.3055555555555554,1.726297180344381,7.181462211254511,7.540535321817236,7.091331902456819,615.7432295512739,3156.3580518227695,0.20351968556749356,1.7569885338882425
2018-02-03 20:00:00,-0.6,-2.5,87.0,0.0,0.0,330.0,14.0,22.0,1008.2,0.0,15.0,2018,2,Februar,2,3.888888888888889,-2.6,4.894162585829326,1.05,3.888888888888889,1.6483135629875885,8.067114569688886,8.470470298173332,8.160330384184507,498.80379694836245,3385.9163753012767,0.2425667866846894,1.8847723073348017
2018-02-03 21:00:00,-0.7,-2.1,90.0,0.0,0.0,320.0,16.6,26.0,1008.6,0.0,15.0,2018,2,Februar,2,4.611111111111112,-2.7,5.8030784946262015,1.05,4.611111111111112,1.566574482734064,9.090954690984212,9.545502425533423,9.442999488436241,400.70652535709183,3642.313636150206,0.29112809260234684,2.0274959907812247
2018-02-03 22:00:00,-1.0,-1.3,98.0,0.1,0.0,330.0,17.6,27.0,1009.2,0.0,15.0,2018,2,Februar,2,4.888888888888889,-3.0,6.152661536471153,1.05,4.888888888888889,1.5385054706332624,9.465903432815722,9.939198604456509,9.924986991258375,371.8745390472608,3734.111912716343,0.30981974350239594,2.0785955544901844
2018-02-03 23:00:00,-1.2,-1.6,97.0,0.1,10.0,310.0,16.2,27.0,1009.6,0.0,15.0,2018,2,Februar,2,4.5,-3.2,5.66324527788822,1.05,4.5,1.578278557779898,8.938178589539236,9.385087519016198,9.248474548257086,413.414976505902,3604.602748651342,0.28365098070918066,2.0065042034584946
2018-02-04 00:00:00,-1.3,-1.6,98.0,0.2,20.0,300.0,15.8,24.0,1009.7,0.0,15.0,2018,2,Februar,2,4.388888888888889,-3.3,5.52341206115024,1.05,4.388888888888889,1.5902752648135576,8.783745578220095,9.2229328571311,9.052945651227828,426.88067475387516,3566.295398642102,0.27617480033589636,1.9851803949346132
2018-02-04 01:00:00,-0.6,-1.0,97.0,1.8,40.0,350.0,12.6,31.0,1010.6,0.0,15.0,2018,2,Februar,2,3.5,-2.6,4.404746327246394,1.05,3.5,1.6988700991582673,7.483091829736095,7.8572464212229,7.451100074575169,571.6902288919118,3235.4340732934647,0.21650710491965308,1.801006246944997
2018-02-04 02:00:00,-0.3,-2.2,87.0,0.0,40.0,60.0,22.3,35.0,1011.5,0.0,4.0,2018,2,Februar,2,6.194444444444445,-2.3,7.795701833142426,1.05,6.194444444444445,1.4249324299631083,11.108348356367495,11.66376577418587,12.11121872967944,275.8732509034087,4124.927126798811,0.39735754775570054,2.2961430692961917
2018-02-04 03:00:00,0.0,-2.9,81.0,0.0,40.0,60.0,25.6,39.0,1012.8,0.0,4.0,2018,2,Februar,2,7.111111111111112,-2.0,8.949325871230768,1.05,7.111111111111112,1.3587113341740036,12.159550494457884,12.767528019180778,13.57251173956029,232.5417974714427,4366.69108662131,0.4581650317933344,2.4307211172683614
2018-02-04 04:00:00,0.3,-2.6,81.0,0.0,30.0,60.0,21.2,34.0,1014.2,0.0,4.0,2018,2,Februar,2,5.888888888888888,-1.7,7.411160487112979,1.05,5.888888888888888,1.4492055410248013,10.740294843348195,11.277309585515605,11.610884593995035,293.8958146876576,4038.824767897546,0.3769452654724814,2.2482141414475625
2018-02-04 05:00:00,0.6,-2.5,80.0,0.0,30.0,60.0,21.2,36.0,1015.3,0.0,4.0,2018,2,Februar,2,5.888888888888888,-1.4,7.411160487112979,1.05,5.888888888888888,1.4492055410248013,10.740294843348195,11.277309585515605,11.610884593995035,293.8958146876576,4038.824767897546,0.3769452654724814,2.2482141414475625
2018-02-04 06:00:00,0.2,-2.5,82.0,0.0,30.0,50.0,22.3,35.0,1016.4,0.0,4.0,2018,2,Februar,2,6.194444444444445,-1.8,7.795701833142426,1.05,6.194444444444445,1.4249324299631083,11.108348356367495,11.66376577418587,12.11121872967944,275.8732509034087,4124.927126798811,0.39735754775570054,2.2961430692961917
2018-02-04 07:00:00,0.9,-1.0,87.0,0.0,30.0,40.0,19.4,34.0,1017.7,0.0,4.0,2018,2,Februar,2,5.388888888888888,-1.1,6.781911011792065,1.05,5.388888888888888,1.491781131682452,10.11712688414085,10.622983228347893,10.77738276888482,328.64074224915777,3891.15929728085,0.34343004889002027,2.166016071879721
2018-02-04 08:00:00,0.8,0.4,97.0,0.0,30.0,40.0,22.3,34.0,1018.7,0.0,15.0,2018,2,Februar,2,6.194444444444445,-1.2,7.795701833142426,1.05,6.194444444444445,1.4249324299631083,11.108348356367495,11.66376577418587,12.11121872967944,275.8732509034087,4124.927126798811,0.39735754775570054,2.2961430692961917
2018-02-04 09:00:00,0.8,0.1,95.0,0.2,30.0,40.0,27.7,50.0,1019.9,0.0,15.0,2018,2,Februar,2,7.694444444444444,-1.2,9.683450259105166,1.05,7.694444444444444,1.3208804598038322,12.79068023073437,13.43021424227109,14.472388332343947,211.19374584749656,4509.126926127736,0.4964458863497358,2.5100081096560007
2018-02-04 10:00:00,0.6,-0.3,94.0,0.1,30.0,40.0,33.5,50.0,1021.2,0.0,15.0,2018,2,Februar,2,9.305555555555555,-1.4,11.711031901805887,1.05,9.305555555555555,1.2296560006488906,14.400540651846198,15.120567684438509,16.84207729361037,168.22784430316895,4864.298130058565,0.6000552329332983,2.707714365609243
2018-02-04 11:00:00,0.5,-0.1,96.0,0.1,30.0,40.0,32.4,53.0,1022.1,0.0,15.0,2018,2,Februar,2,9.0,-1.5,11.32649055577644,1.05,9.0,1.2456765361706785,14.109143522489498,14.814600698613974,16.405364216531712,174.98972518650348,4800.818584764142,0.580669483986846,2.6723784400306063
2018-02-04 12:00:00,0.9,-0.3,92.0,0.0,40.0,40.0,31.0,48.0,1022.9,0.0,15.0,2018,2,Februar,2,8.61111111111111,-1.1,10.837074297193507,1.05,8.61111111111111,1.266871798764149,13.729183808226262,14.415642998637576,15.841048440351491,184.4231692914416,4717.52616592355,0.5558102605279683,2.626013666940867
2018-02-04 13:00:00,0.4,-0.2,96.0,0.2,50.0,50.0,29.2,44.0,1023.4,0.0,15.0,2018,2,Februar,2,8.11111111111111,-1.6,10.207824821872594,1.05,8.11111111111111,1.2955753021394316,13.225005727783975,13.886256014173174,15.101289258870755,198.13916319353663,4606.057655438472,0.5235572649165695,2.563964656151744
2018-02-04 14:00:00,1.1,-0.1,92.0,0.0,40.0,50.0,27.7,41.0,1024.1,0.0,15.0,2018,2,Februar,2,7.694444444444444,-0.8999999999999999,9.683450259105166,1.05,7.694444444444444,1.3208804598038322,12.79068023073437,13.43021424227109,14.472388332343947,211.19374584749656,4509.126926127736,0.4964458863497358,2.5100081096560007
2018-02-04 15:00:00,1.1,-1.3,84.0,0.0,40.0,50.0,28.8,42.0,1025.0,0.0,4.0,2018,2,Februar,2,8.0,-0.8999999999999999,10.067991605134614,1.05,8.0,1.3021939351723413,13.110477607572339,13.766001487950955,14.934697328286305,201.46366292978206,4580.581021958458,0.5163476313762976,2.5497830733998734
2018-02-04 16:00:00,1.2,-0.6,88.0,0.0,40.0,50.0,25.6,37.0,1025.7,0.0,4.0,2018,2,Februar,2,7.111111111111112,-0.8,8.949325871230768,1.05,7.111111111111112,1.3587113341740036,12.159550494457884,12.767528019180778,13.57251173956029,232.5417974714427,4366.69108662131,0.4581650317933344,2.4307211172683614
2018-02-04 17:00:00,1.4,-0.7,86.0,0.0,40.0,50.0,25.6,40.0,1026.7,0.0,4.0,2018,2,Februar,2,7.111111111111112,-0.6000000000000001,8.949325871230768,1.05,7.111111111111112,1.3587113341740036,12.159550494457884,12.767528019180778,13.57251173956029,232.5417974714427,4366.69108662131,0.4581650317933344,2.4307211172683614
2018-02-04 18:00:00,1.1,-0.7,88.0,0.0,40.0,60.0,24.8,38.0,1027.6,0.0,4.0,2018,2,Februar,2,6.888888888888889,-0.8999999999999999,8.669659437754806,1.05,6.888888888888889,1.3739457339364902,11.911641599185446,12.507223679144719,13.223628665147938,241.8050664295586,4310.20254788617,0.4434911562060435,2.3992767395316763
2018-02-04 19:00:00,1.2,-0.7,87.0,0.0,30.0,60.0,26.6,42.0,1028.2,0.0,15.0,2018,2,Februar,2,7.388888888888889,-0.8,9.29890891307572,1.05,7.388888888888889,1.3403242843668268,12.463553434310523,13.086731106026049,14.003880747455666,221.8803071269019,4435.540597215129,0.47643884380100837,2.4690462371346897
2018-02-04 20:00:00,1.3,-1.6,81.0,0.0,30.0,60.0,27.7,44.0,1028.9,0.0,4.0,2018,2,Februar,2,7.694444444444444,-0.7,9.683450259105166,1.05,7.694444444444444,1.3208804598038322,12.79068023073437,13.43021424227109,14.472388332343947,211.19374584749656,4509.126926127736,0.4964458863497358,2.5100081096560007
2018-02-04 21:00:00,1.3,-1.6,81.0,0.0,30.0,70.0,27.0,39.0,1029.4,0.0,4.0,2018,2,Februar,2,7.5,-0.7,9.4387421298137,1.05,7.5,1.333162311303778,12.583375273582778,13.212544037261917,14.174969785672516,217.87537683476955,4462.553416193757,0.48372589254129633,2.484082938432262
2018-02-04 22:00:00,0.9,-2.0,81.0,0.0,30.0,60.0,25.9,39.0,1030.0,0.0,4.0,2018,2,Februar,2,7.194444444444444,-1.1,9.054200783784252,1.05,7.194444444444444,1.3531208637096666,12.251427984754887,12.863999383992631,13.702472078003714,229.24135952830017,4387.547382254242,0.4636553917995123,2.442330786287148
2018-02-04 23:00:00,0.8,-2.4,79.0,0.0,30.0,60.0,23.0,36.0,1030.4,0.0,4.0,2018,2,Februar,2,6.388888888888888,-1.2,8.040409962433893,1.05,6.388888888888888,1.410101655588642,11.337795399639443,11.904685169621416,12.426120433519216,265.45323746254303,4178.208766075775,0.41031378264700696,2.32580232459593
2018-02-05 00:00:00,0.6,-2.3,81.0,0.0,30.0,70.0,20.2,33.0,1030.6,0.0,4.0,2018,2,Februar,2,5.611111111111111,-1.4,7.0615774452680276,1.05,5.611111111111111,1.4723908859735744,10.3974022710092,10.917272384559661,11.150120878981621,312.3000117917577,3957.8756429009923,0.35834069100323673,2.2031537642305055
2018-02-05 01:00:00,0.5,-2.2,82.0,0.0,30.0,70.0,19.4,28.0,1030.9,0.0,4.0,2018,2,Februar,2,5.388888888888888,-1.5,6.781911011792065,1.05,5.388888888888888,1.491781131682452,10.11712688414085,10.622983228347893,10.77738276888482,328.64074224915777,3891.15929728085,0.34343004889002027,2.166016071879721
2018-02-05 02:00:00,0.5,-2.7,79.0,0.0,30.0,70.0,20.9,30.0,1031.2,0.0,4.0,2018,2,Februar,2,5.805555555555555,-1.5,7.306285574559494,1.05,5.805555555555555,1.4560442784493788,10.638275307554583,11.170189072932313,11.473251796986535,299.1999913899718,4014.8157492653772,0.37136828617080336,2.234849507349011
2018-02-05 03:00:00,-0.1,-3.1,80.0,0.0,30.0,70.0,20.9,31.0,1031.4,0.0,3.0,2018,2,Februar,2,5.805555555555555,-2.1,7.306285574559494,1.05,5.805555555555555,1.4560442784493788,10.638275307554583,11.170189072932313,11.473251796986535,299.1999913899718,4014.8157492653772,0.37136828617080336,2.234849507349011
2018-02-05 04:00:00,-0.7,-3.6,81.0,0.0,30.0,80.0,15.8,25.0,1031.7,0.0,3.0,2018,2,Februar,2,4.388888888888889,-2.7,5.52341206115024,1.05,4.388888888888889,1.5902752648135576,8.783745578220095,9.2229328571311,9.052945651227828,426.88067475387516,3566.295398642102,0.27617480033589636,1.9851803949346132
2018-02-05 05:00:00,0.1,-3.3,78.0,0.0,30.0,60.0,16.9,27.0,1031.9,0.0,4.0,2018,2,Februar,2,4.694444444444444,-1.9,5.9079534071796855,1.05,4.694444444444444,1.5579800448542045,9.204473514314357,9.664697190030076,9.588240666852743,391.63633208648105,3670.217653920719,0.29673605273118697,2.0430287784014043
2018-02-05 06:00:00,-0.3,-3.3,80.0,0.0,30.0,90.0,16.6,25.0,1032.2,0.0,4.0,2018,2,Februar,2,4.611111111111112,-2.3,5.8030784946262015,1.05,4.611111111111112,1.566574482734064,9.090954690984212,9.545502425533423,9.442999488436241,400.70652535709183,3642.313636150206,0.29112809260234684,2.0274959907812247
